291,560,40,70,147,21,284,32,28,34,24,27,66,82,274,92,99,35,246,107,92,88,21,19,19,20,23,19,19,19,19,19,19,22,21,20,22,22,21,19,22,21,19,19,19,19,19,19,19,19,21,20,21,21,20,24,24,24,22,24,23,21,20,23,20,23,46,24,24,290,58,74,39,56,17,48,59,28,32,30,22,48,22,20,182,18,22,157,154,239,19,59,133,42,49,21,21,23,25,48,76,56,247,250,36,131,54,54,24,24,59,60,161,144,62,61,69,290,179,29,23,
33,36,34,93,69,102,18,20,20,
114,19,17,
70,104,64,34,28,152,170,142,21,19,80,132,76,62,110,111,66,116,34,32,88,71,87,23,33,51,36,93,79,166,24,38,30,50,287,99,49,152,42,36,60,179,46,37,30,28,28,28,28,35,35,37,45,37,23,23,42,26,108,42,66,82,66,58,47,89,
